BRAND,CATEGORY,STORAGE_TEMP,ARTICLE_CODE,FORECAST_QTY,ACTUAL_QTY,UNIT_PRICE_AED,EXPIRY_DATE,DAYS_TO_EXPIRY
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-795,115,1405,76.61,7/8/2026,175
Americana Cakes,Pound Cake,Ambient,AS-806,839,1775,77.58,1/7/2026,-7
Americana Frozen,Burgers,Frozen (-18°C),AS-294,1762,247,29.17,8/18/2026,216
California Garden,Fava Beans,Ambient,AS-581,1015,1253,24.59,1/17/2027,368
Americana Cakes,Pound Cake,Ambient,AS-435,1816,1114,25.7,4/23/2026,99
Americana Cakes,Pound Cake,Ambient,AS-695,830,536,66.06,11/17/2025,-58
California Garden,Fava Beans,Ambient,AS-256,190,1698,71.36,4/24/2027,465
California Garden,Tuna skips,Ambient,AS-363,266,1056,31.61,7/9/2027,541
California Garden,Tuna skips,Ambient,AS-284,637,315,47.22,11/15/2027,670
California Garden,Fava Beans,Ambient,AS-746,1565,948,46.45,10/6/2027,630
Double A,A4 Paper Box,Ambient,AS-647,503,537,66.31,6/25/2035,3449
Americana Cakes,Pound Cake,Ambient,AS-305,1523,131,62.83,7/28/2025,-170
Bic/Stabilo,Highlighters,Ambient,AS-546,109,469,28.37,11/12/2035,3589
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-367,1195,488,27.02,10/28/2025,-78
Bic/Stabilo,Pens,Ambient,AS-192,1485,2129,31.44,9/26/2035,3542
Bic/Stabilo,Highlighters,Ambient,AS-607,1623,402,80.24,10/26/2035,3572
Double A,A4 Paper Box,Ambient,AS-486,1446,1201,34.33,2/21/2035,3325
California Garden,Fava Beans,Ambient,AS-871,747,662,76.18,7/12/2027,544
Americana Cakes,Pound Cake,Ambient,AS-409,1017,748,19.38,9/3/2025,-133
Double A,A4 Paper Box,Ambient,AS-905,1268,2043,55.78,7/24/2035,3478
California Garden,Tuna skips,Ambient,AS-229,1795,377,78.04,7/15/2027,547
Americana Cakes,Swiss Roll,Ambient,AS-541,593,1429,39.33,9/4/2025,-132
Double A,A4 Paper Box,Ambient,AS-451,1434,1639,64.34,6/1/2035,3425
Bic/Stabilo,Highlighters,Ambient,AS-225,941,1156,40.99,8/31/2035,3516
Double A,A4 Paper Box,Ambient,AS-751,1320,2096,38.65,9/21/2035,3537
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-356,1145,418,19.07,6/11/2026,148
California Garden,Fava Beans,Ambient,AS-156,1813,1992,73.13,2/2/2027,384
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-949,1232,802,76.56,1/24/2026,10
Bic/Stabilo,Pens,Ambient,AS-129,532,198,44.07,4/18/2035,3381
Americana Cakes,Swiss Roll,Ambient,AS-360,237,401,67.91,8/3/2025,-164
Americana Cakes,Pound Cake,Ambient,AS-688,1998,193,18.88,9/8/2025,-128
Americana Cakes,Pound Cake,Ambient,AS-352,560,1659,68.89,11/3/2025,-72
California Garden,Fava Beans,Ambient,AS-697,205,251,44.59,3/1/2027,411
California Garden,Fava Beans,Ambient,AS-742,1407,586,40.75,12/6/2027,691
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-868,836,192,42.77,11/18/2025,-57
Double A,A4 Paper Box,Ambient,AS-577,1744,1351,42.58,9/27/2035,3543
Double A,A4 Paper Box,Ambient,AS-951,330,1723,72.77,8/15/2035,3500
California Garden,Fava Beans,Ambient,AS-919,486,1375,38.32,11/18/2027,673
Double A,A4 Paper Box,Ambient,AS-502,1417,1145,59.13,7/20/2035,3474
Bic/Stabilo,Pens,Ambient,AS-400,443,572,38.59,3/19/2035,3351
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-580,1567,1977,75.57,3/19/2026,64
California Garden,Fava Beans,Ambient,AS-427,1345,300,66.56,9/26/2027,620
Americana Cakes,Swiss Roll,Ambient,AS-429,1007,97,26.97,12/3/2025,-42
California Garden,Tuna skips,Ambient,AS-248,324,776,67.12,5/5/2027,476
Bic/Stabilo,Highlighters,Ambient,AS-801,664,2189,67.38,7/8/2035,3462
Double A,A4 Paper Box,Ambient,AS-784,242,1025,17.35,2/13/2035,3317
Americana Frozen,Burgers,Frozen (-18°C),AS-241,1835,1240,44.42,6/2/2026,139
Bic/Stabilo,Pens,Ambient,AS-599,1302,109,40.45,5/29/2035,3422
Americana Cakes,Swiss Roll,Ambient,AS-481,1096,1290,17.78,6/2/2026,139
California Garden,Fava Beans,Ambient,AS-230,283,1101,80.43,1/11/2028,727
Americana Frozen,Burgers,Frozen (-18°C),AS-864,1062,1368,66.09,6/27/2026,164
Double A,A4 Paper Box,Ambient,AS-412,1701,352,34.11,11/17/2035,3594
California Garden,Tuna skips,Ambient,AS-421,610,860,47.05,10/4/2027,628
California Garden,Fava Beans,Ambient,AS-986,1726,392,48.42,8/23/2027,586
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-611,1120,660,39.76,1/24/2026,10
Double A,A4 Paper Box,Ambient,AS-537,1141,393,12.15,6/14/2035,3438
Americana Cakes,Pound Cake,Ambient,AS-325,200,363,38.85,6/16/2026,153
Americana Cakes,Pound Cake,Ambient,AS-747,456,369,50.83,4/17/2026,93
Bic/Stabilo,Highlighters,Ambient,AS-893,1637,1818,23.65,4/6/2035,3369
Americana Cakes,Swiss Roll,Ambient,AS-670,1855,215,28.64,11/19/2025,-56
Double A,A4 Paper Box,Ambient,AS-942,943,1046,72.12,5/9/2035,3402
California Garden,Fava Beans,Ambient,AS-115,955,1529,24.56,7/19/2027,551
Double A,A4 Paper Box,Ambient,AS-894,1830,272,44.89,3/4/2035,3336
Americana Cakes,Pound Cake,Ambient,AS-625,1467,826,82.24,6/18/2026,155
Americana Cakes,Swiss Roll,Ambient,AS-674,1816,703,49.32,8/23/2025,-144
Bic/Stabilo,Pens,Ambient,AS-956,117,546,36.29,2/28/2035,3332
Bic/Stabilo,Pens,Ambient,AS-328,1188,2109,47.68,3/10/2035,3342
Americana Frozen,Burgers,Frozen (-18°C),AS-769,542,1381,11.47,1/11/2026,-3
Americana Cakes,Pound Cake,Ambient,AS-831,1929,535,55.51,6/2/2026,139
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-152,665,415,58.63,1/24/2026,10
Double A,A4 Paper Box,Ambient,AS-344,1967,441,78.36,2/26/2035,3330
Americana Cakes,Swiss Roll,Ambient,AS-212,1443,2044,37.54,1/3/2026,-11
Americana Cakes,Swiss Roll,Ambient,AS-151,1024,284,5.23,11/27/2025,-48
Americana Cakes,Swiss Roll,Ambient,AS-212,368,2102,61.72,8/7/2025,-160
Bic/Stabilo,Highlighters,Ambient,AS-609,1448,1543,47.73,2/7/2035,3311
Americana Cakes,Swiss Roll,Ambient,AS-438,1176,483,9.96,11/27/2025,-48
Double A,A4 Paper Box,Ambient,AS-327,1877,1224,17.18,7/25/2035,3479
California Garden,Tuna skips,Ambient,AS-355,585,166,71.05,5/31/2027,502
Bic/Stabilo,Highlighters,Ambient,AS-922,1494,1142,57.78,8/2/2035,3487
Bic/Stabilo,Pens,Ambient,AS-849,1622,1987,41.04,7/29/2035,3483
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-545,1493,1316,65.42,3/15/2026,60
California Garden,Fava Beans,Ambient,AS-672,1936,1465,10.89,4/23/2027,464
Bic/Stabilo,Pens,Ambient,AS-730,1585,2025,37.18,5/16/2035,3409
Americana Cakes,Pound Cake,Ambient,AS-405,1124,388,26.52,5/10/2026,116
Bic/Stabilo,Highlighters,Ambient,AS-981,598,94,67.39,5/8/2035,3401
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-480,1042,1051,21.42,9/10/2026,239
Double A,A4 Paper Box,Ambient,AS-635,227,904,79.07,11/20/2035,3597
California Garden,Tuna skips,Ambient,AS-213,1103,321,81.17,10/13/2027,637
Bic/Stabilo,Pens,Ambient,AS-404,1902,107,18.38,7/29/2035,3483
Double A,A4 Paper Box,Ambient,AS-758,1359,1359,31.53,6/9/2035,3433
Bic/Stabilo,Pens,Ambient,AS-737,994,1657,14.1,2/20/2035,3324
California Garden,Fava Beans,Ambient,AS-328,1677,1179,47.92,12/13/2027,698
Bic/Stabilo,Pens,Ambient,AS-869,481,968,34.82,5/20/2035,3413
Americana Cakes,Swiss Roll,Ambient,AS-534,1028,1633,28.88,5/20/2026,126
Double A,A4 Paper Box,Ambient,AS-281,906,920,17.18,12/13/2035,3620
Bic/Stabilo,Pens,Ambient,AS-548,130,1220,56.99,2/28/2035,3332
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-385,1392,1150,73.62,5/11/2026,117
California Garden,Tuna skips,Ambient,AS-308,1939,1038,51.45,9/14/2027,608
Double A,A4 Paper Box,Ambient,AS-883,764,777,14.15,11/20/2035,3597
California Garden,Tuna skips,Ambient,AS-235,973,685,79.39,12/14/2027,699
Americana Cakes,Swiss Roll,Ambient,AS-946,194,551,7.44,10/7/2025,-99
California Garden,Fava Beans,Ambient,AS-537,1821,295,52.35,5/27/2027,498
Americana Frozen,Burgers,Frozen (-18°C),AS-355,1478,1678,64.92,9/9/2026,238
Americana Cakes,Pound Cake,Ambient,AS-706,562,945,55.32,3/9/2026,54
Bic/Stabilo,Pens,Ambient,AS-824,863,2024,45.06,9/2/2035,3518
Americana Frozen,Burgers,Frozen (-18°C),AS-376,1371,2077,22.19,7/7/2026,174
Bic/Stabilo,Pens,Ambient,AS-133,1958,530,49.66,2/15/2035,3319
Bic/Stabilo,Pens,Ambient,AS-924,529,1298,75.57,8/8/2035,3493
Bic/Stabilo,Pens,Ambient,AS-888,1409,818,61.91,3/27/2035,3359
Americana Frozen,Burgers,Frozen (-18°C),AS-712,621,93,36.17,12/12/2025,-33
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-746,208,429,78.1,10/1/2026,260
California Garden,Tuna skips,Ambient,AS-816,1682,851,36.03,4/11/2027,452
California Garden,Fava Beans,Ambient,AS-400,1756,1530,39.19,6/12/2027,514
Double A,A4 Paper Box,Ambient,AS-767,301,185,58.25,12/10/2035,3617
Americana Frozen,Burgers,Frozen (-18°C),AS-408,1451,1962,5.13,9/9/2026,238
Americana Cakes,Swiss Roll,Ambient,AS-363,1016,1157,58.22,6/11/2026,148
Double A,A4 Paper Box,Ambient,AS-478,1233,123,7.24,9/5/2035,3521
Double A,A4 Paper Box,Ambient,AS-606,683,1701,10.71,12/19/2035,3626
California Garden,Fava Beans,Ambient,AS-985,1141,1421,72.55,8/16/2027,579
Double A,A4 Paper Box,Ambient,AS-889,1867,802,39.15,12/11/2035,3618
Americana Cakes,Pound Cake,Ambient,AS-149,315,1309,20.65,1/10/2026,-4
Americana Cakes,Swiss Roll,Ambient,AS-632,1201,250,8.29,7/25/2025,-173
Bic/Stabilo,Highlighters,Ambient,AS-557,1773,2166,36.14,4/28/2035,3391
Bic/Stabilo,Highlighters,Ambient,AS-319,1025,681,42.03,12/20/2035,3627
Americana Cakes,Swiss Roll,Ambient,AS-148,1266,1209,20.17,11/27/2025,-48
California Garden,Fava Beans,Ambient,AS-339,974,2183,34.16,9/2/2027,596
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-213,861,1111,37.32,2/18/2026,35
Bic/Stabilo,Highlighters,Ambient,AS-179,661,361,46.79,7/19/2035,3473
Americana Cakes,Swiss Roll,Ambient,AS-716,1427,1228,70.9,12/29/2025,-16
Americana Cakes,Swiss Roll,Ambient,AS-445,1390,926,67.66,7/10/2026,177
Double A,A4 Paper Box,Ambient,AS-861,120,326,77.21,9/16/2035,3532
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-992,187,1470,67.51,9/3/2026,232
Americana Cakes,Pound Cake,Ambient,AS-163,773,118,50.88,7/19/2025,-179
California Garden,Fava Beans,Ambient,AS-758,1516,2078,40.28,1/30/2027,381
Americana Frozen,Burgers,Frozen (-18°C),AS-369,916,1124,12.79,11/29/2025,-46
California Garden,Tuna skips,Ambient,AS-614,454,1230,79.49,5/18/2027,489
California Garden,Tuna skips,Ambient,AS-593,1163,1753,11.33,1/28/2027,379
Bic/Stabilo,Pens,Ambient,AS-949,1041,629,14.04,3/21/2035,3353
Americana Cakes,Pound Cake,Ambient,AS-471,181,200,35.65,1/7/2026,-7
California Garden,Tuna skips,Ambient,AS-535,286,968,42.9,1/18/2027,369
Americana Cakes,Swiss Roll,Ambient,AS-505,1139,1079,43.16,12/9/2025,-36
Double A,A4 Paper Box,Ambient,AS-996,1998,295,53.93,9/14/2035,3530
Americana Cakes,Pound Cake,Ambient,AS-548,1006,567,63.89,2/21/2026,38
California Garden,Tuna skips,Ambient,AS-933,1052,579,78.88,3/18/2027,428
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-854,396,449,20.87,12/10/2025,-35
Americana Cakes,Swiss Roll,Ambient,AS-345,1336,183,25.02,10/28/2025,-78
California Garden,Fava Beans,Ambient,AS-585,603,1097,22.94,11/26/2027,681
Double A,A4 Paper Box,Ambient,AS-164,1994,1905,61.41,11/30/2035,3607
California Garden,Tuna skips,Ambient,AS-593,1123,740,8.93,3/18/2027,428
Americana Frozen,Burgers,Frozen (-18°C),AS-923,1216,2199,28.58,12/5/2025,-40
California Garden,Fava Beans,Ambient,AS-692,821,1930,36.82,11/17/2027,672
Double A,A4 Paper Box,Ambient,AS-948,383,433,40.17,6/3/2035,3427
Americana Cakes,Swiss Roll,Ambient,AS-453,1708,639,56.32,9/29/2025,-107
Bic/Stabilo,Pens,Ambient,AS-968,1787,981,20.93,11/11/2035,3588
Americana Cakes,Swiss Roll,Ambient,AS-281,1203,607,28.41,8/28/2025,-139
Bic/Stabilo,Highlighters,Ambient,AS-603,1778,790,79.47,11/5/2035,3582
Americana Frozen,Burgers,Frozen (-18°C),AS-652,1956,2005,80.31,9/3/2026,232
Americana Cakes,Swiss Roll,Ambient,AS-857,711,317,60.58,2/17/2026,34
Bic/Stabilo,Pens,Ambient,AS-724,1936,849,71.87,3/8/2035,3340
Double A,A4 Paper Box,Ambient,AS-941,545,622,5.11,7/1/2035,3455
Double A,A4 Paper Box,Ambient,AS-487,226,1359,56.79,8/12/2035,3497
Bic/Stabilo,Pens,Ambient,AS-741,1900,308,26.74,6/3/2035,3427
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-411,276,2120,63.14,11/21/2025,-54
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-958,1306,867,74.67,6/15/2026,152
Bic/Stabilo,Highlighters,Ambient,AS-558,415,384,53.33,8/8/2035,3493
Double A,A4 Paper Box,Ambient,AS-218,1537,1237,34.35,8/12/2035,3497
Double A,A4 Paper Box,Ambient,AS-736,1356,1239,56.47,8/22/2035,3507
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-524,1693,228,26.68,12/22/2025,-23
Double A,A4 Paper Box,Ambient,AS-237,209,710,16.95,10/17/2035,3563
Double A,A4 Paper Box,Ambient,AS-113,150,2047,70.02,8/14/2035,3499
Americana Cakes,Pound Cake,Ambient,AS-471,498,1215,68.55,9/4/2025,-132
Bic/Stabilo,Pens,Ambient,AS-494,1834,2035,19.77,2/7/2035,3311
Bic/Stabilo,Pens,Ambient,AS-853,285,243,8.97,10/28/2035,3574
Double A,A4 Paper Box,Ambient,AS-215,1330,1801,64.26,5/9/2035,3402
Double A,A4 Paper Box,Ambient,AS-718,1608,2020,26.61,11/24/2035,3601
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-376,1931,2114,20.67,8/14/2026,212
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-571,1976,209,33.17,9/28/2026,257
Bic/Stabilo,Pens,Ambient,AS-109,855,1428,22.88,11/29/2035,3606
Americana Cakes,Swiss Roll,Ambient,AS-203,1482,802,45.05,3/14/2026,59
Bic/Stabilo,Pens,Ambient,AS-615,841,491,35.95,6/20/2035,3444
Americana Cakes,Pound Cake,Ambient,AS-247,412,2013,52.71,4/20/2026,96
Americana Cakes,Swiss Roll,Ambient,AS-377,632,877,5.53,3/14/2026,59
California Garden,Fava Beans,Ambient,AS-291,1035,1108,12.42,4/20/2027,461
Americana Cakes,Pound Cake,Ambient,AS-477,986,1281,70.38,12/25/2025,-20
Double A,A4 Paper Box,Ambient,AS-194,1668,929,49.28,6/9/2035,3433
Bic/Stabilo,Highlighters,Ambient,AS-435,944,608,35.55,4/1/2035,3364
Double A,A4 Paper Box,Ambient,AS-389,1334,1857,28.4,1/9/2036,3647
Double A,A4 Paper Box,Ambient,AS-458,647,1964,72.65,3/20/2035,3352
Americana Cakes,Swiss Roll,Ambient,AS-578,601,1708,51.93,2/24/2026,41
Americana Cakes,Swiss Roll,Ambient,AS-470,1688,378,22.17,7/7/2026,174
California Garden,Fava Beans,Ambient,AS-856,239,1631,41.03,8/22/2027,585
Americana Cakes,Pound Cake,Ambient,AS-412,1033,1830,30.94,4/4/2026,80
Americana Cakes,Swiss Roll,Ambient,AS-961,1410,833,37.66,12/16/2025,-29
Americana Cakes,Pound Cake,Ambient,AS-128,355,242,78.31,9/16/2025,-120
California Garden,Tuna skips,Ambient,AS-365,1287,2070,32.15,9/21/2027,615
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-669,104,443,29.12,7/15/2026,182
California Garden,Tuna skips,Ambient,AS-825,363,1332,20.17,9/17/2027,611
Double A,A4 Paper Box,Ambient,AS-405,1875,134,66.23,11/11/2035,3588
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-944,1434,231,73.55,7/27/2026,194
California Garden,Tuna skips,Ambient,AS-771,1270,989,6.95,8/13/2027,576
California Garden,Tuna skips,Ambient,AS-726,1980,1486,5.14,12/18/2027,703
Bic/Stabilo,Pens,Ambient,AS-846,1571,282,75.32,7/6/2035,3460
Bic/Stabilo,Pens,Ambient,AS-181,1193,714,30.57,4/18/2035,3381
Americana Cakes,Swiss Roll,Ambient,AS-967,688,467,24.65,5/24/2026,130
Americana Cakes,Swiss Roll,Ambient,AS-235,953,372,37.62,1/15/2026,1
California Garden,Fava Beans,Ambient,AS-620,1717,1664,65.76,5/10/2027,481
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-619,1241,1073,14.46,8/22/2026,220
California Garden,Fava Beans,Ambient,AS-137,667,254,68.61,1/19/2027,370
Bic/Stabilo,Pens,Ambient,AS-876,431,1894,16.36,2/13/2035,3317
California Garden,Tuna skips,Ambient,AS-506,378,1811,46.34,12/1/2027,686
Double A,A4 Paper Box,Ambient,AS-675,1602,1383,37.32,7/3/2035,3457
California Garden,Fava Beans,Ambient,AS-295,1990,151,28.5,5/13/2027,484
Bic/Stabilo,Highlighters,Ambient,AS-970,1929,819,18.75,12/11/2035,3618
Double A,A4 Paper Box,Ambient,AS-780,752,947,49.63,11/8/2035,3585
California Garden,Tuna skips,Ambient,AS-175,270,1935,58.58,8/29/2027,592
Double A,A4 Paper Box,Ambient,AS-123,884,334,45.76,11/5/2035,3582
Bic/Stabilo,Pens,Ambient,AS-196,474,1129,80.05,4/8/2035,3371
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-215,845,1874,37.03,9/16/2026,245
Bic/Stabilo,Pens,Ambient,AS-701,418,2101,30.57,10/25/2035,3571
Americana Frozen,Burgers,Frozen (-18°C),AS-746,1852,1610,48.74,5/2/2026,108
Double A,A4 Paper Box,Ambient,AS-188,626,1534,30.55,7/27/2035,3481
Bic/Stabilo,Pens,Ambient,AS-773,1207,1482,33.06,3/13/2035,3345
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-169,1669,128,73.31,6/30/2026,167
Double A,A4 Paper Box,Ambient,AS-638,727,1365,50.56,11/3/2035,3580
Bic/Stabilo,Highlighters,Ambient,AS-400,428,1046,5.82,6/3/2035,3427
California Garden,Tuna skips,Ambient,AS-739,1945,310,48.73,10/19/2027,643
Americana Cakes,Swiss Roll,Ambient,AS-249,1015,688,38.66,9/25/2025,-111
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-680,136,1785,77.63,4/3/2026,79
California Garden,Tuna skips,Ambient,AS-432,1005,892,19.21,9/1/2027,595
Americana Frozen,Burgers,Frozen (-18°C),AS-172,1094,2064,54.3,4/14/2026,90
California Garden,Tuna skips,Ambient,AS-812,289,95,6.01,4/3/2027,444
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-997,610,798,41.76,9/9/2026,238
California Garden,Fava Beans,Ambient,AS-245,153,2096,45.94,1/7/2028,723
Double A,A4 Paper Box,Ambient,AS-315,1852,143,60.6,12/9/2035,3616
Americana Frozen,Burgers,Frozen (-18°C),AS-410,1163,2101,52.17,10/22/2025,-84
Bic/Stabilo,Highlighters,Ambient,AS-922,756,476,33.62,6/19/2035,3443
California Garden,Fava Beans,Ambient,AS-533,1243,1813,64.12,1/26/2027,377
Bic/Stabilo,Highlighters,Ambient,AS-293,374,327,15.76,5/22/2035,3415
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-888,681,2051,30.29,11/27/2025,-48
Double A,A4 Paper Box,Ambient,AS-801,361,1394,30.42,3/7/2035,3339
Americana Frozen,Burgers,Frozen (-18°C),AS-870,204,2183,58.03,6/5/2026,142
Bic/Stabilo,Highlighters,Ambient,AS-339,365,1704,32.91,1/31/2035,3304
Americana Cakes,Pound Cake,Ambient,AS-450,1870,856,29.52,11/3/2025,-72
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-102,950,192,23.63,2/22/2026,39
Americana Cakes,Pound Cake,Ambient,AS-317,1938,2014,40.45,4/9/2026,85
Bic/Stabilo,Highlighters,Ambient,AS-659,1506,2090,27.54,11/17/2035,3594
Bic/Stabilo,Highlighters,Ambient,AS-516,1763,811,79.8,1/31/2035,3304
Americana Cakes,Pound Cake,Ambient,AS-794,1654,423,17.47,11/26/2025,-49
Bic/Stabilo,Pens,Ambient,AS-989,786,1466,22.92,10/29/2035,3575
Americana Cakes,Swiss Roll,Ambient,AS-743,1853,1551,14.77,3/7/2026,52
Bic/Stabilo,Pens,Ambient,AS-326,462,1234,10.87,9/10/2035,3526
Americana Cakes,Swiss Roll,Ambient,AS-518,1933,729,21.49,5/14/2026,120
California Garden,Tuna skips,Ambient,AS-808,1903,760,5.72,8/14/2027,577
California Garden,Tuna skips,Ambient,AS-607,692,1012,36.26,3/9/2027,419
Americana Cakes,Pound Cake,Ambient,AS-274,1279,485,45.64,8/21/2025,-146
Americana Cakes,Pound Cake,Ambient,AS-699,1634,399,27.54,4/10/2026,86
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-472,690,1130,68.99,6/9/2026,146
Double A,A4 Paper Box,Ambient,AS-292,624,1607,31.12,12/30/2035,3637
Double A,A4 Paper Box,Ambient,AS-294,1485,99,24.93,11/14/2035,3591
Americana Cakes,Pound Cake,Ambient,AS-633,803,1046,75.78,1/14/2026,0
Double A,A4 Paper Box,Ambient,AS-312,527,1149,56.59,1/10/2036,3648
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-502,717,536,6.22,10/19/2025,-87
Bic/Stabilo,Highlighters,Ambient,AS-625,196,1432,47.17,9/12/2035,3528
Americana Cakes,Swiss Roll,Ambient,AS-692,938,521,63.38,2/24/2026,41
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-291,1151,393,40.67,4/16/2026,92
California Garden,Fava Beans,Ambient,AS-209,1137,1342,30.8,3/22/2027,432
California Garden,Fava Beans,Ambient,AS-198,1563,1662,36.95,10/25/2027,649
Americana Frozen,Burgers,Frozen (-18°C),AS-278,1148,642,51.89,9/30/2026,259
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-258,366,1080,40.32,5/23/2026,129
California Garden,Fava Beans,Ambient,AS-930,1126,466,30.07,7/16/2027,548
Bic/Stabilo,Highlighters,Ambient,AS-605,1482,685,43.61,11/15/2035,3592
Americana Cakes,Pound Cake,Ambient,AS-136,551,832,51.75,6/26/2026,163
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-282,1758,200,69.53,9/12/2026,241
Double A,A4 Paper Box,Ambient,AS-544,1834,558,74.63,12/29/2035,3636
Double A,A4 Paper Box,Ambient,AS-944,1921,1777,53.3,12/19/2035,3626
Bic/Stabilo,Pens,Ambient,AS-698,343,974,50.79,9/24/2035,3540
Double A,A4 Paper Box,Ambient,AS-743,1477,144,43.34,11/29/2035,3606
Americana Frozen,Burgers,Frozen (-18°C),AS-784,1954,274,58.92,4/12/2026,88
California Garden,Tuna skips,Ambient,AS-271,1637,988,31.14,9/23/2027,617
California Garden,Fava Beans,Ambient,AS-297,291,456,59.11,9/8/2027,602
Double A,A4 Paper Box,Ambient,AS-351,1679,199,24.96,3/24/2035,3356
Bic/Stabilo,Pens,Ambient,AS-144,1738,2176,43.01,11/6/2035,3583
Americana Cakes,Pound Cake,Ambient,AS-141,542,1561,31.43,11/3/2025,-72
Double A,A4 Paper Box,Ambient,AS-925,1112,2139,55.38,11/30/2035,3607
Americana Cakes,Swiss Roll,Ambient,AS-495,1891,118,80.65,12/20/2025,-25
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-922,258,1828,34.86,5/1/2026,107
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-500,1063,797,29.28,2/7/2026,24
Americana Cakes,Pound Cake,Ambient,AS-456,1333,97,18.84,1/4/2026,-10
Double A,A4 Paper Box,Ambient,AS-233,327,381,30.18,3/28/2035,3360
California Garden,Fava Beans,Ambient,AS-122,1206,122,29.05,12/21/2027,706
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-499,639,1633,27.37,3/16/2026,61
Double A,A4 Paper Box,Ambient,AS-694,913,506,66.51,10/30/2035,3576
California Garden,Tuna skips,Ambient,AS-782,1102,671,75.32,1/10/2028,726
Double A,A4 Paper Box,Ambient,AS-927,1954,1486,32.25,4/3/2035,3366
Double A,A4 Paper Box,Ambient,AS-660,1489,947,42.67,11/18/2035,3595
Bic/Stabilo,Highlighters,Ambient,AS-932,1012,2148,76.46,4/23/2035,3386
Double A,A4 Paper Box,Ambient,AS-138,345,1128,67.3,11/5/2035,3582
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-108,425,193,77.19,10/21/2025,-85
California Garden,Tuna skips,Ambient,AS-610,732,648,8.05,7/3/2027,535
Americana Cakes,Pound Cake,Ambient,AS-786,1390,1426,61.32,9/2/2025,-134
Americana Cakes,Swiss Roll,Ambient,AS-528,973,778,79.29,7/21/2025,-177
Double A,A4 Paper Box,Ambient,AS-200,963,2133,15.71,3/1/2035,3333
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-491,349,1368,53.15,9/15/2026,244
California Garden,Tuna skips,Ambient,AS-418,413,812,8.66,4/19/2027,460
Double A,A4 Paper Box,Ambient,AS-754,196,998,75.66,4/22/2035,3385
Bic/Stabilo,Highlighters,Ambient,AS-743,1947,507,34.06,1/23/2035,3296
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-193,1127,1931,62.66,4/9/2026,85
Double A,A4 Paper Box,Ambient,AS-961,1975,1375,73.42,9/11/2035,3527
Double A,A4 Paper Box,Ambient,AS-495,119,372,53.06,2/6/2035,3310
Americana Cakes,Pound Cake,Ambient,AS-542,246,1135,69.64,12/22/2025,-23
California Garden,Tuna skips,Ambient,AS-798,1485,570,77.01,12/24/2027,709
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-541,684,634,35.49,11/30/2025,-45
Double A,A4 Paper Box,Ambient,AS-566,742,1698,24.92,2/15/2035,3319
